Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
D1,2023-10-29,14:30,Ein Frankfurt,Dortmund,3,3,D,2.0,1.0,H,11.0,14.0,7.0,4.0,11.0,10.0,0.0,4.0,3.0,2.0,0.0,0.0
D1,2023-10-29,16:30,Leverkusen,Freiburg,2,1,H,1.0,0.0,H,19.0,10.0,4.0,4.0,9.0,10.0,11.0,4.0,0.0,2.0,0.0,0.0
D1,2023-11-03,19:30,Darmstadt,Bochum,1,2,A,1.0,1.0,D,15.0,9.0,4.0,4.0,7.0,16.0,11.0,2.0,2.0,5.0,1.0,0.0
D1,2023-11-04,14:30,FC Koln,Augsburg,1,1,D,1.0,1.0,D,28.0,18.0,12.0,3.0,10.0,10.0,10.0,2.0,1.0,4.0,0.0,0.0
D1,2023-11-04,14:30,Freiburg,M'gladbach,3,3,D,1.0,3.0,A,15.0,10.0,8.0,5.0,7.0,10.0,8.0,2.0,2.0,2.0,0.0,0.0
D1,2023-11-04,14:30,Hoffenheim,Leverkusen,2,3,A,0.0,2.0,A,12.0,10.0,7.0,4.0,6.0,10.0,4.0,3.0,3.0,2.0,0.0,0.0
D1,2023-11-04,14:30,Mainz,RB Leipzig,2,0,H,0.0,0.0,D,10.0,10.0,3.0,2.0,13.0,9.0,2.0,7.0,3.0,1.0,0.0,0.0
D1,2023-11-04,14:30,Union Berlin,Ein Frankfurt,0,3,A,0.0,2.0,A,10.0,4.0,3.0,3.0,13.0,8.0,9.0,1.0,0.0,1.0,0.0,0.0
D1,2023-11-04,17:30,Dortmund,Bayern Munich,0,4,A,0.0,2.0,A,15.0,14.0,1.0,8.0,14.0,6.0,3.0,2.0,3.0,2.0,0.0,0.0
D1,2023-11-05,14:30,Wolfsburg,Werder Bremen,2,2,D,1.0,1.0,D,15.0,13.0,5.0,4.0,14.0,17.0,5.0,2.0,4.0,1.0,1.0,0.0
D1,2023-11-05,16:30,Heidenheim,Stuttgart,2,0,H,0.0,0.0,D,19.0,14.0,2.0,2.0,7.0,13.0,9.0,6.0,2.0,2.0,0.0,0.0
D1,2023-11-10,19:30,M'gladbach,Wolfsburg,4,0,H,2.0,0.0,H,16.0,12.0,8.0,4.0,7.0,12.0,8.0,5.0,1.0,3.0,0.0,0.0
D1,2023-11-11,14:30,Darmstadt,Mainz,0,0,D,0.0,0.0,D,9.0,9.0,3.0,0.0,20.0,15.0,0.0,5.0,3.0,3.0,0.0,0.0
D1,2023-11-11,14:30,Stuttgart,Dortmund,2,1,H,1.0,1.0,D,22.0,5.0,10.0,1.0,13.0,16.0,6.0,1.0,2.0,3.0,0.0,0.0
D1,2023-11-11,17:30,Bochum,FC Koln,1,1,D,1.0,0.0,H,25.0,10.0,9.0,6.0,14.0,19.0,3.0,3.0,4.0,1.0,0.0,0.0
D1,2023-11-11,14:30,Augsburg,Hoffenheim,1,1,D,0.0,1.0,A,11.0,12.0,6.0,6.0,9.0,11.0,3.0,5.0,1.0,2.0,0.0,0.0
D1,2023-11-11,14:30,Bayern Munich,Heidenheim,4,2,H,2.0,0.0,H,18.0,7.0,8.0,2.0,8.0,8.0,7.0,2.0,1.0,0.0,0.0,0.0
D1,2023-11-12,14:30,Leverkusen,Union Berlin,4,0,H,1.0,0.0,H,19.0,2.0,10.0,2.0,8.0,5.0,10.0,1.0,0.0,1.0,0.0,0.0
D1,2023-11-12,16:30,Werder Bremen,Ein Frankfurt,2,2,D,1.0,0.0,H,14.0,14.0,5.0,3.0,3.0,10.0,3.0,7.0,1.0,3.0,0.0,0.0
D1,2023-11-12,18:30,RB Leipzig,Freiburg,3,1,H,1.0,1.0,D,15.0,9.0,6.0,3.0,10.0,12.0,7.0,3.0,2.0,0.0,0.0,0.0
D1,2023-11-24,19:30,FC Koln,Bayern Munich,0,1,A,0.0,1.0,A,6.0,19.0,2.0,5.0,6.0,4.0,3.0,12.0,0.0,1.0,0.0,0.0
D1,2023-11-25,17:30,Ein Frankfurt,Stuttgart,1,2,A,1.0,2.0,A,14.0,11.0,1.0,5.0,14.0,8.0,4.0,2.0,0.0,1.0,0.0,0.0
D1,2023-11-25,14:30,Wolfsburg,RB Leipzig,2,1,H,1.0,0.0,H,10.0,26.0,4.0,10.0,18.0,11.0,1.0,12.0,4.0,2.0,0.0,0.0
D1,2023-11-25,14:30,Union Berlin,Augsburg,1,1,D,0.0,1.0,A,16.0,11.0,6.0,2.0,10.0,15.0,3.0,4.0,2.0,2.0,0.0,0.0
D1,2023-11-25,14:30,Freiburg,Darmstadt,1,1,D,1.0,1.0,D,16.0,7.0,3.0,1.0,15.0,15.0,11.0,2.0,2.0,0.0,0.0,0.0
D1,2023-11-25,14:30,Werder Bremen,Leverkusen,0,3,A,0.0,2.0,A,2.0,13.0,1.0,4.0,15.0,4.0,1.0,6.0,3.0,1.0,0.0,0.0
D1,2023-11-25,14:30,Dortmund,M'gladbach,4,2,H,3.0,2.0,H,20.0,10.0,13.0,3.0,11.0,11.0,5.0,4.0,1.0,2.0,0.0,0.0
D1,2023-11-26,16:30,Hoffenheim,Mainz,1,1,D,0.0,1.0,A,15.0,15.0,6.0,6.0,9.0,14.0,4.0,5.0,4.0,4.0,0.0,0.0
D1,2023-11-26,14:30,Heidenheim,Bochum,0,0,D,0.0,0.0,D,9.0,9.0,3.0,2.0,14.0,7.0,6.0,5.0,4.0,3.0,0.0,0.0
